GISJOIN,STATEA,COUNTYA,TRACTA,BLKGRPA,below_poverty_total,above_poverty_total
G41002900002022,41,29,202,2,514,716
G41002900002023,41,29,202,3,399,867
G41002900002031,41,29,203,1,231,778
G41002900002032,41,29,203,2,492,1112
G41002900002033,41,29,203,3,187,1503
G41002900003001,41,29,300,1,355,2675
G41002900003002,41,29,300,2,767,1766
G41002900004031,41,29,403,1,203,3050
G41002900004032,41,29,403,2,21,631
G41002900004041,41,29,404,1,184,2063
G41002900004042,41,29,404,2,220,2256
G41002900004051,41,29,405,1,241,1379
G41002900004052,41,29,405,2,214,2039
G41002900004061,41,29,406,1,477,1301
G41002900004062,41,29,406,2,307,2042
G41002900005011,41,29,501,1,225,519
G41002900005012,41,29,501,2,454,1559
G41002900005021,41,29,502,1,507,1233
G41002900005022,41,29,502,2,149,1111
G41002900005023,41,29,502,3,833,1110
G41002900006011,41,29,601,1,78,1390
G41002900006012,41,29,601,2,207,1147
G41002900006013,41,29,601,3,101,1709
G41002900006014,41,29,601,4,480,1716
G41002900006021,41,29,602,1,418,818
G41002900006022,41,29,602,2,628,1635
G41002900006023,41,29,602,3,97,2060
G41002900007001,41,29,700,1,63,1247
G41002900007002,41,29,700,2,746,1419
G41002900007003,41,29,700,3,63,701
G41002900007004,41,29,700,4,417,1969
G41002900007005,41,29,700,5,286,2403
G41002900008001,41,29,800,1,1199,2451
G41002900008002,41,29,800,2,248,1926
G41002900009001,41,29,900,1,39,725
G41002900009002,41,29,900,2,325,2213
G41002900009003,41,29,900,3,34,1063
G41002900009004,41,29,900,4,574,3539
G41002900010011,41,29,1001,1,154,1432
G41002900010012,41,29,1001,2,58,361
G41002900010013,41,29,1001,3,427,2983
G41002900010014,41,29,1001,4,304,1094
G41002900010021,41,29,1002,1,211,2414
G41002900010022,41,29,1002,2,23,778
G41002900010023,41,29,1002,3,142,592
G41002900011001,41,29,1100,1,66,1271
G41002900011002,41,29,1100,2,269,2533
G41002900011003,41,29,1100,3,89,965
G41002900012001,41,29,1200,1,741,2901
G41002900012002,41,29,1200,2,74,141
G41002900013011,41,29,1301,1,137,1102
G41002900013012,41,29,1301,2,525,514
G41002900013013,41,29,1301,3,172,812
G41002900013014,41,29,1301,4,187,1655
G41002900013021,41,29,1302,1,236,984
G41002900013022,41,29,1302,2,153,2769
G41002900013023,41,29,1302,3,271,1620
G41002900013024,41,29,1302,4,383,1583
G41002900013025,41,29,1302,5,291,1399
G41002900014001,41,29,1400,1,390,2559
G41002900014002,41,29,1400,2,163,2034
G41002900014003,41,29,1400,3,1066,3617
G41002900015001,41,29,1500,1,78,902
G41002900015002,41,29,1500,2,6,1459
G41002900015003,41,29,1500,3,254,624
G41002900015004,41,29,1500,4,100,1342
G41002900016011,41,29,1601,1,808,2175
G41002900016012,41,29,1601,2,64,571
G41002900016021,41,29,1602,1,113,1615
G41002900016022,41,29,1602,2,190,1437
G41002900016023,41,29,1602,3,54,456
G41002900016024,41,29,1602,4,85,553
G41002900016025,41,29,1602,5,568,1549
G41002900017001,41,29,1700,1,215,1244
G41002900017002,41,29,1700,2,646,1617
G41002900017003,41,29,1700,3,138,330
G41002900017004,41,29,1700,4,555,2483
G41002900018001,41,29,1800,1,15,1122
G41002900018002,41,29,1800,2,184,2008
G41002900018003,41,29,1800,3,375,2229
G41002900018004,41,29,1800,4,438,1509
G41002900019001,41,29,1900,1,501,955
G41002900019002,41,29,1900,2,397,409
G41002900020001,41,29,2000,1,163,1005
G41002900020002,41,29,2000,2,124,806
G41002900021001,41,29,2100,1,360,1466
G41002900021002,41,29,2100,2,201,617
G41002900021003,41,29,2100,3,67,630
G41002900022001,41,29,2200,1,35,713
G41002900022002,41,29,2200,2,65,821
G41002900022003,41,29,2200,3,55,1010
G41002900022004,41,29,2200,4,619,1265
G41002900023001,41,29,2300,1,138,526
G41002900023002,41,29,2300,2,118,891
G41002900024001,41,29,2400,1,101,1015
G41002900024002,41,29,2400,2,165,829
G41002900025001,41,29,2500,1,124,1284
G41002900025002,41,29,2500,2,101,690
G41002900025003,41,29,2500,3,45,429
G41002900026001,41,29,2600,1,175,971
G41002900026002,41,29,2600,2,242,1205
G41002900027001,41,29,2700,1,153,494
G41002900027002,41,29,2700,2,199,1042
G41002900027003,41,29,2700,3,657,2558
G41002900027004,41,29,2700,4,296,837
G41002900028001,41,29,2800,1,76,1812
G41002900028002,41,29,2800,2,244,1811
G41002900028003,41,29,2800,3,20,643
G41002900029001,41,29,2900,1,105,672
G41002900029002,41,29,2900,2,208,1470
G41002900029003,41,29,2900,3,107,1580
G41002900029004,41,29,2900,4,478,881
G41002900029005,41,29,2900,5,32,608
G41002900029006,41,29,2900,6,121,986
G41002900030011,41,29,3001,1,45,914
G41002900030012,41,29,3001,2,112,625
G41002900030013,41,29,3001,3,138,1245
G41002900030014,41,29,3001,4,81,783
G41002900030021,41,29,3002,1,738,1249
G41002900030022,41,29,3002,2,107,761
G41002900030023,41,29,3002,3,456,2049
G41003109400001,41,31,940000,1,649,1057
G41003109400002,41,31,940000,2,296,1185
G41003109601001,41,31,960100,1,127,477
G41003109601002,41,31,960100,2,88,856
G41003109602011,41,31,960201,1,478,1716
G41003109602012,41,31,960201,2,453,1012
G41003109602021,41,31,960202,1,353,1187
G41003109602022,41,31,960202,2,325,1614
G41003109602023,41,31,960202,3,0,1295
G41003109603011,41,31,960301,1,52,758
G41003109603012,41,31,960301,2,114,634
G41003109603013,41,31,960301,3,51,1334
G41003109603021,41,31,960302,1,30,558
G41003109603022,41,31,960302,2,143,791
G41003109603023,41,31,960302,3,24,428
G41003109603024,41,31,960302,4,891,1651
G41003303601001,41,33,360100,1,452,1155
G41003303601002,41,33,360100,2,63,858
G41003303603001,41,33,360300,1,124,745
G41003303603002,41,33,360300,2,62,1371
G41003303603003,41,33,360300,3,428,1731
G41003303603004,41,33,360300,4,132,1123
G41003303604001,41,33,360400,1,150,1480
G41003303604002,41,33,360400,2,274,2108
G41003303605001,41,33,360500,1,76,698
G41003303605002,41,33,360500,2,52,315
G41003303605003,41,33,360500,3,936,1755
G41003303605004,41,33,360500,4,444,1178
G41003303606001,41,33,360600,1,412,761
G41003303606002,41,33,360600,2,140,2190
G41003303606003,41,33,360600,3,288,851
G41003303606004,41,33,360600,4,259,648
G41003303606005,41,33,360600,5,238,803
G41003303607011,41,33,360701,1,603,2192
G41003303607012,41,33,360701,2,649,393
G41003303607013,41,33,360701,3,290,543
G41003303607021,41,33,360702,1,542,2219
G41003303607022,41,33,360702,2,260,565
G41003303607023,41,33,360702,3,288,1430
G41003303608001,41,33,360800,1,486,1066
G41003303608002,41,33,360800,2,40,832
G41003303608003,41,33,360800,3,443,2207
G41003303609001,41,33,360900,1,487,1384
G41003303609002,41,33,360900,2,38,503
G41003303610001,41,33,361000,1,72,589
G41003303610002,41,33,361000,2,172,1025
G41003303610003,41,33,361000,3,142,1162
G41003303610004,41,33,361000,4,208,930
G41003303611001,41,33,361100,1,188,1694
G41003303611002,41,33,361100,2,480,1792
G41003303611003,41,33,361100,3,482,2133
G41003303611004,41,33,361100,4,399,1914
G41003303612001,41,33,361200,1,703,1227
G41003303612002,41,33,361200,2,85,1403
G41003303612003,41,33,361200,3,751,1467
G41003303612004,41,33,361200,4,80,1397
G41003303613001,41,33,361300,1,49,2018
G41003303613002,41,33,361300,2,133,1840
G41003303613003,41,33,361300,3,243,982
G41003303613004,41,33,361300,4,516,1345
G41003303614001,41,33,361400,1,212,954
G41003303614002,41,33,361400,2,266,1247
G41003303615001,41,33,361500,1,349,1834
G41003303616001,41,33,361600,1,375,551
G41003303616002,41,33,361600,2,420,1120
G41003303616003,41,33,361600,3,286,1075
G41003303616004,41,33,361600,4,709,798
G41003303616005,41,33,361600,5,70,503
G41003303616006,41,33,361600,6,290,719
G41003303616007,41,33,361600,7,204,355
G41003509701001,41,35,970100,1,97,597
G41003509701002,41,35,970100,2,298,1456
G41003509701003,41,35,970100,3,219,561
G41003509702001,41,35,970200,1,221,446
G41003509702002,41,35,970200,2,106,708
G41003509702003,41,35,970200,3,253,1386
G41003509702004,41,35,970200,4,191,794
G41003509703001,41,35,970300,1,241,713
G41003509703002,41,35,970300,2,26,638
G41003509703003,41,35,970300,3,78,796
G41003509703004,41,35,970300,4,116,454
G41003509704001,41,35,970400,1,249,1252
G41003509705001,41,35,970500,1,365,638
G41003509705002,41,35,970500,2,123,369
G41003509706001,41,35,970600,1,272,1190
G41003509707001,41,35,970700,1,11,694
G41003509707002,41,35,970700,2,328,1260
G41003509708001,41,35,970800,1,291,1554
G41003509708002,41,35,970800,2,10,691
G41003509709001,41,35,970900,1,132,1953
G41003509709002,41,35,970900,2,403,656
G41003509709003,41,35,970900,3,216,678
G41003509710001,41,35,971000,1,141,638
G41003509710002,41,35,971000,2,78,1722
G41003509711001,41,35,971100,1,114,319
G41003509711002,41,35,971100,2,359,2542
G41003509711003,41,35,971100,3,27,1192
G41003509711004,41,35,971100,4,42,402
G41003509712001,41,35,971200,1,274,830
G41003509712002,41,35,971200,2,284,646
G41003509712003,41,35,971200,3,110,355
G41003509713001,41,35,971300,1,70,398
G41003509713002,41,35,971300,2,30,654
G41003509713003,41,35,971300,3,28,1068
G41003509713004,41,35,971300,4,233,527
G41003509713005,41,35,971300,5,302,1579
G41003509713006,41,35,971300,6,201,803
G41003509714001,41,35,971400,1,56,638
G41003509714002,41,35,971400,2,175,1377
G41003509714003,41,35,971400,3,95,673
G41003509714004,41,35,971400,4,152,879
G41003509714005,41,35,971400,5,173,916
G41003509715001,41,35,971500,1,53,514
G41003509715002,41,35,971500,2,392,492
G41003509715003,41,35,971500,3,145,789
G41003509715004,41,35,971500,4,81,468
G41003509715005,41,35,971500,5,198,1061
G41003509716001,41,35,971600,1,331,345
G41003509716002,41,35,971600,2,161,603
G41003509716003,41,35,971600,3,381,617
G41003509716004,41,35,971600,4,466,302
G41003509717001,41,35,971700,1,299,515
G41003509717002,41,35,971700,2,100,821
G41003509717003,41,35,971700,3,223,442
G41003509717004,41,35,971700,4,194,389
G41003509718001,41,35,971800,1,214,799
G41003509718002,41,35,971800,2,277,364
G41003509718003,41,35,971800,3,441,243
G41003509719001,41,35,971900,1,77,654
G41003509719002,41,35,971900,2,311,596
G41003509719003,41,35,971900,3,48,488
G41003509719004,41,35,971900,4,116,443
G41003509719005,41,35,971900,5,90,445
G41003509720001,41,35,972000,1,228,423
G41003509720002,41,35,972000,2,75,1072
G41003509720003,41,35,972000,3,100,1451
G41003509720004,41,35,972000,4,124,747
G41003709601001,41,37,960100,1,382,1280
G41003709601002,41,37,960100,2,137,700
G41003709602001,41,37,960200,1,80,837
G41003709602002,41,37,960200,2,31,430
G41003709602003,41,37,960200,3,226,592
G41003709602004,41,37,960200,4,99,536
G41003709602005,41,37,960200,5,13,774
G41003709602006,41,37,960200,6,264,580
G41003709602007,41,37,960200,7,265,219
G41003900001001,41,39,100,1,56,934
G41003900001002,41,39,100,2,47,878
G41003900001003,41,39,100,3,156,1055
G41003900001004,41,39,100,4,319,688
G41003900001005,41,39,100,5,126,557
G41003900002001,41,39,200,1,68,1584
G41003900002002,41,39,200,2,174,942
G41003900002003,41,39,200,3,61,807
G41003900002004,41,39,200,4,433,1236
G41003900003001,41,39,300,1,77,853
G41003900003002,41,39,300,2,119,1191
G41003900004021,41,39,402,1,220,1112
G41003900004022,41,39,402,2,18,667
G41003900004023,41,39,402,3,184,1324
G41003900004031,41,39,403,1,7,591
G41003900004032,41,39,403,2,581,1126
G41003900004033,41,39,403,3,179,1376
G41003900004034,41,39,403,4,35,1120
G41003900004041,41,39,404,1,162,562
G41003900004042,41,39,404,2,113,813
G41003900004043,41,39,404,3,429,1362
G41003900005001,41,39,500,1,100,532
G41003900005002,41,39,500,2,104,342
G41003900005003,41,39,500,3,213,585
G41003900007021,41,39,702,1,362,1107
G41003900007022,41,39,702,2,161,1069
G41003900007051,41,39,705,1,165,822
G41003900007052,41,39,705,2,136,1489
G41003900007053,41,39,705,3,173,740
G41003900007061,41,39,706,1,281,963
G41003900007062,41,39,706,2,153,1275
G41003900007071,41,39,707,1,96,1455
G41003900007072,41,39,707,2,92,696
G41003900007073,41,39,707,3,439,1244
G41003900007081,41,39,708,1,254,781
G41003900007082,41,39,708,2,288,801
G41003900008001,41,39,800,1,40,657
G41003900008002,41,39,800,2,46,673
G41003900009021,41,39,902,1,133,703
G41003900009022,41,39,902,2,120,834
G41003900009023,41,39,902,3,102,1310
G41003900009024,41,39,902,4,170,1027
G41003900009031,41,39,903,1,39,729
G41003900009032,41,39,903,2,320,1518
G41003900009033,41,39,903,3,156,1281
G41003900009034,41,39,903,4,157,949
G41003900009041,41,39,904,1,273,602
G41003900009042,41,39,904,2,263,1484
G41003900010011,41,39,1001,1,270,895
G41003900010012,41,39,1001,2,226,716
G41003900010021,41,39,1002,1,47,2002
G41003900010022,41,39,1002,2,298,766
G41003900010023,41,39,1002,3,64,1057
G41003900011011,41,39,1101,1,86,1391
G41003900011012,41,39,1101,2,166,903
G41003900011013,41,39,1101,3,238,2754
G41003900011021,41,39,1102,1,109,608
G41003900011022,41,39,1102,2,195,1492
G41003900011023,41,39,1102,3,120,971
G41003900012011,41,39,1201,1,202,1689
G41003900012012,41,39,1201,2,97,698
G41003900012013,41,39,1201,3,217,893
G41003900012021,41,39,1202,1,69,1642
G41003900012022,41,39,1202,2,243,1205
G41003900012023,41,39,1202,3,158,511
G41003900013011,41,39,1301,1,154,724
G41003900013012,41,39,1301,2,395,1274
G41003900013013,41,39,1301,3,65,610
G41003900013021,41,39,1302,1,247,1295
G41003900013022,41,39,1302,2,310,1390
G41003900013023,41,39,1302,3,658,1069
G41003900014001,41,39,1400,1,280,1158
G41003900014002,41,39,1400,2,124,672
G41003900015001,41,39,1500,1,121,967
G41003900015002,41,39,1500,2,276,782
G41003900015003,41,39,1500,3,277,416
G41003900015004,41,39,1500,4,293,1246
G41003900016001,41,39,1600,1,36,484
G41003900016002,41,39,1600,2,213,755
G41003900016003,41,39,1600,3,133,976
G41003900016004,41,39,1600,4,315,949
G41003900016005,41,39,1600,5,108,1008
G41003900017001,41,39,1700,1,356,1573
G41003900017002,41,39,1700,2,47,393
G41003900017003,41,39,1700,3,107,1066
G41003900017004,41,39,1700,4,112,1769
G41003900018011,41,39,1801,1,194,2098
G41003900018012,41,39,1801,2,212,1697
G41003900018013,41,39,1801,3,134,1308
G41003900018031,41,39,1803,1,240,1188
G41003900018032,41,39,1803,2,196,1386
G41003900018033,41,39,1803,3,129,1053
G41003900018041,41,39,1804,1,75,828
G41003900018042,41,39,1804,2,376,2454
G41003900019021,41,39,1902,1,443,1164
G41003900019022,41,39,1902,2,199,887
G41003900019023,41,39,1902,3,200,2796
G41003900019024,41,39,1902,4,602,830
G41003900019031,41,39,1903,1,373,1625
G41003900019032,41,39,1903,2,171,514
G41003900019041,41,39,1904,1,499,1032
G41003900019042,41,39,1904,2,471,1862
G41003900019043,41,39,1904,3,125,769
G41003900020011,41,39,2001,1,177,1605
G41003900020012,41,39,2001,2,315,1549
G41003900020021,41,39,2002,1,189,2512
G41003900020022,41,39,2002,2,333,1666
G41003900021011,41,39,2101,1,219,792
G41003900021012,41,39,2101,2,582,1282
G41003900021021,41,39,2102,1,829,1467
G41003900021022,41,39,2102,2,431,1446
G41003900021023,41,39,2102,3,593,2015
G41003900022011,41,39,2201,1,37,1510
G41003900022012,41,39,2201,2,159,1803
G41003900022021,41,39,2202,1,517,1939
G41003900022022,41,39,2202,2,182,742
G41003900022023,41,39,2202,3,270,2181
G41003900023011,41,39,2301,1,775,1968
G41003900023012,41,39,2301,2,113,901
G41003900023021,41,39,2302,1,65,1903
G41003900023022,41,39,2302,2,453,1142
G41003900023023,41,39,2302,3,237,948
G41003900024011,41,39,2401,1,35,693
G41003900024012,41,39,2401,2,30,1409
G41003900024013,41,39,2401,3,648,1276
G41003900024031,41,39,2403,1,58,2241
G41003900024032,41,39,2403,2,120,763
G41003900024033,41,39,2403,3,47,1075
G41003900024041,41,39,2404,1,167,1875
G41003900024042,41,39,2404,2,298,2033
G41003900025011,41,39,2501,1,216,1017
G41003900025012,41,39,2501,2,420,1487
G41003900025013,41,39,2501,3,458,1459
G41003900025031,41,39,2503,1,190,3723
G41003900025032,41,39,2503,2,472,999
G41003900025033,41,39,2503,3,453,1363
G41003900025034,41,39,2503,4,43,423
G41003900025041,41,39,2504,1,0,511
G41003900025042,41,39,2504,2,378,2011
G41003900026001,41,39,2600,1,411,2393
G41003900026002,41,39,2600,2,165,1054
G41003900026003,41,39,2600,3,213,1937
G41003900027001,41,39,2700,1,444,1835
G41003900027002,41,39,2700,2,363,1147
G41003900028001,41,39,2800,1,171,968
G41003900028002,41,39,2800,2,72,1442
G41003900028003,41,39,2800,3,109,1464
G41003900029021,41,39,2902,1,277,1921
G41003900029022,41,39,2902,2,426,1393
G41003900029031,41,39,2903,1,26,1298
G41003900029032,41,39,2903,2,18,1376
G41003900029041,41,39,2904,1,75,543
G41003900029042,41,39,2904,2,211,1170
G41003900029043,41,39,2904,3,114,1096
G41003900030001,41,39,3000,1,37,602
G41003900030002,41,39,3000,2,77,1744
G41003900030003,41,39,3000,3,31,1649
G41003900031011,41,39,3101,1,520,1483
G41003900031012,41,39,3101,2,174,1238
G41003900031013,41,39,3101,3,477,1863
G41003900031021,41,39,3102,1,70,824
G41003900031022,41,39,3102,2,122,1533
G41003900031023,41,39,3102,3,1413,831
G41003900031024,41,39,3102,4,1600,838
G41003900032011,41,39,3201,1,371,438
G41003900032012,41,39,3201,2,681,1322
G41003900032021,41,39,3202,1,233,1305
G41003900032022,41,39,3202,2,49,1047
G41003900032023,41,39,3202,3,410,700
G41003900033011,41,39,3301,1,468,1127
G41003900033012,41,39,3301,2,158,542
G41003900033013,41,39,3301,3,721,531
G41003900033021,41,39,3302,1,163,680
G41003900033022,41,39,3302,2,295,623
G41003900033023,41,39,3302,3,815,518
G41003900034001,41,39,3400,1,188,949
G41003900034002,41,39,3400,2,249,1043
G41003900034003,41,39,3400,3,261,1096
G41003900034004,41,39,3400,4,160,882
G41003900035001,41,39,3500,1,67,624
G41003900035002,41,39,3500,2,71,1338
G41003900035003,41,39,3500,3,13,915
G41003900035004,41,39,3500,4,69,1100
G41003900036001,41,39,3600,1,247,701
G41003900036002,41,39,3600,2,85,840
G41003900036003,41,39,3600,3,424,1104
G41003900037001,41,39,3700,1,568,610
G41003900037002,41,39,3700,2,203,15
G41003900038001,41,39,3800,1,407,219
G41003900038002,41,39,3800,2,240,150
G41003900038003,41,39,3800,3,893,210
G41003900038004,41,39,3800,4,1506,335
G41003900038005,41,39,3800,5,1451,134
G41003900039001,41,39,3900,1,330,347
G41003900039002,41,39,3900,2,417,470
G41003900039003,41,39,3900,3,195,468
G41003900040001,41,39,4000,1,238,553
G41003900040002,41,39,4000,2,118,374
G41003900040003,41,39,4000,3,601,739
G41003900041001,41,39,4100,1,299,750
G41003900041002,41,39,4100,2,268,872
G41003900041003,41,39,4100,3,27,920
G41003900041004,41,39,4100,4,70,761
G41003900042001,41,39,4200,1,385,909
G41003900042002,41,39,4200,2,820,432
G41003900042003,41,39,4200,3,486,693
G41003900043001,41,39,4300,1,646,1448
G41003900043002,41,39,4300,2,443,1094
G41003900043003,41,39,4300,3,192,1451
G41003900043004,41,39,4300,4,515,1524
G41003900044011,41,39,4401,1,778,1263
G41003900044012,41,39,4401,2,375,1014
G41003900044013,41,39,4401,3,12,525
G41003900044014,41,39,4401,4,53,1334
G41003900044031,41,39,4403,1,215,866
G41003900044032,41,39,4403,2,609,554
G41003900044033,41,39,4403,3,358,287
G41003900044034,41,39,4403,4,393,969
G41003900044041,41,39,4404,1,21,750
G41003900044042,41,39,4404,2,90,1152
G41003900044043,41,39,4404,3,126,939
G41003900044051,41,39,4405,1,91,1969
G41003900044052,41,39,4405,2,206,1346
G41003900044053,41,39,4405,3,14,1136
G41003900045011,41,39,4501,1,339,696
G41003900045012,41,39,4501,2,393,433
G41003900045013,41,39,4501,3,118,738
G41003900045021,41,39,4502,1,289,251
G41003900045022,41,39,4502,2,283,630
G41003900045023,41,39,4502,3,485,1323
G41003900046001,41,39,4600,1,148,767
G41003900046002,41,39,4600,2,58,878
G41003900046003,41,39,4600,3,49,647
G41003900047001,41,39,4700,1,571,407
G41003900047002,41,39,4700,2,90,774
G41003900047003,41,39,4700,3,191,789
G41003900047004,41,39,4700,4,297,637
G41003900048001,41,39,4800,1,937,723
G41003900048002,41,39,4800,2,761,662
G41003900048003,41,39,4800,3,1554,304
G41003900049001,41,39,4900,1,107,1240
G41003900049002,41,39,4900,2,748,932
G41003900049003,41,39,4900,3,100,919
G41003900050001,41,39,5000,1,198,970
G41003900050002,41,39,5000,2,161,1049
G41003900050003,41,39,5000,3,175,1315
G41003900050004,41,39,5000,4,91,1153
G41003900051001,41,39,5100,1,495,1110
G41003900051002,41,39,5100,2,274,1644
G41003900052001,41,39,5200,1,50,618
G41003900052002,41,39,5200,2,116,1104
G41003900053001,41,39,5300,1,106,683
G41003900053002,41,39,5300,2,178,1480
G41003900054001,41,39,5400,1,26,1382
G41003900054002,41,39,5400,2,49,846
G41003900054003,41,39,5400,3,124,1615
G41003900054004,41,39,5400,4,169,1035
G41003909900000,41,39,990000,0,0,0
G41004109501001,41,41,950100,1,334,1835
G41004109501002,41,41,950100,2,187,955
G41004109503031,41,41,950303,1,239,874
G41004109503032,41,41,950303,2,45,244
G41004109503041,41,41,950304,1,137,1145
G41004109503042,41,41,950304,2,244,639
G41004109503043,41,41,950304,3,139,579
G41004109504001,41,41,950400,1,205,2255
G41004109504002,41,41,950400,2,633,1336
G41004109506011,41,41,950601,1,23,391
G41004109506012,41,41,950601,2,89,795
G41004109506013,41,41,950601,3,198,984
G41004109506021,41,41,950602,1,79,970
G41004109506022,41,41,950602,2,245,1208
G41004109508001,41,41,950800,1,175,1301
G41004109508002,41,41,950800,2,513,1647
G41004109509001,41,41,950900,1,39,608
G41004109509002,41,41,950900,2,277,512
G41004109509003,41,41,950900,3,126,883
G41004109509004,41,41,950900,4,123,813
G41004109510001,41,41,951000,1,186,472
G41004109510002,41,41,951000,2,239,918
G41004109511001,41,41,951100,1,48,633
G41004109511002,41,41,951100,2,84,840
G41004109512001,41,41,951200,1,66,1049
G41004109512002,41,41,951200,2,96,533
G41004109513001,41,41,951300,1,117,984
G41004109513002,41,41,951300,2,152,1254
G41004109514001,41,41,951400,1,51,1004
G41004109514002,41,41,951400,2,350,1352
G41004109515001,41,41,951500,1,175,860
G41004109515002,41,41,951500,2,83,846
G41004109516001,41,41,951600,1,193,1228
G41004109516002,41,41,951600,2,193,987
G41004109516003,41,41,951600,3,90,648
G41004109517001,41,41,951700,1,441,1703
G41004109518001,41,41,951800,1,109,523
G41004109518002,41,41,951800,2,291,1310
G41004109518003,41,41,951800,3,293,1185
G41004109901000,41,41,990100,0,0,0
G41004300201001,41,43,20100,1,1018,3099
G41004300201002,41,43,20100,2,377,1244
G41004300201003,41,43,20100,3,53,896
G41004300201004,41,43,20100,4,191,2071
G41004300202001,41,43,20200,1,178,1656
G41004300203001,41,43,20300,1,69,535
G41004300203002,41,43,20300,2,105,577
G41004300203003,41,43,20300,3,29,874
G41004300203004,41,43,20300,4,367,835
G41004300203005,41,43,20300,5,59,3310
G41004300204001,41,43,20400,1,279,562
G41004300204002,41,43,20400,2,331,734
G41004300204003,41,43,20400,3,440,1004
G41004300204004,41,43,20400,4,333,591
G41004300205001,41,43,20500,1,637,1173
G41004300205002,41,43,20500,2,435,1742
G41004300206001,41,43,20600,1,466,1793
G41004300206002,41,43,20600,2,51,1543
G41004300206003,41,43,20600,3,163,2517
G41004300206004,41,43,20600,4,149,579
G41004300206005,41,43,20600,5,24,1441
G41004300207001,41,43,20700,1,337,1781
G41004300207002,41,43,20700,2,440,1516
G41004300207003,41,43,20700,3,540,1064
G41004300208011,41,43,20801,1,310,723
G41004300208012,41,43,20801,2,644,903
G41004300208021,41,43,20802,1,528,644
G41004300208022,41,43,20802,2,518,1139
G41004300208023,41,43,20802,3,520,1287
G41004300208024,41,43,20802,4,666,826
G41004300301001,41,43,30100,1,155,885
G41004300301002,41,43,30100,2,97,894
G41004300301003,41,43,30100,3,160,934
G41004300301004,41,43,30100,4,58,1173
G41004300301005,41,43,30100,5,68,1055
G41004300302001,41,43,30200,1,146,787
G41004300302002,41,43,30200,2,79,737
G41004300302003,41,43,30200,3,83,478
G41004300302004,41,43,30200,4,121,1003
G41004300302005,41,43,30200,5,118,1232
G41004300302006,41,43,30200,6,54,1780
G41004300303001,41,43,30300,1,74,738
G41004300303002,41,43,30300,2,41,590
G41004300303003,41,43,30300,3,154,699
G41004300304011,41,43,30401,1,74,1325
G41004300304012,41,43,30401,2,301,1087
G41004300304013,41,43,30401,3,70,808
G41004300304014,41,43,30401,4,380,920
G41004300304015,41,43,30401,5,308,539
G41004300304016,41,43,30401,6,387,91
G41004300304021,41,43,30402,1,146,769
G41004300304022,41,43,30402,2,561,1587
G41004300304023,41,43,30402,3,425,1573
G41004300304024,41,43,30402,4,71,495
G41004300304025,41,43,30402,5,155,1127
G41004300305001,41,43,30500,1,34,742
G41004300305002,41,43,30500,2,156,1771
G41004300305003,41,43,30500,3,212,1317
G41004300306001,41,43,30600,1,224,1121
G41004300306002,41,43,30600,2,200,937
G41004300306003,41,43,30600,3,119,635
G41004300306004,41,43,30600,4,304,1831
G41004300306005,41,43,30600,5,129,1517
G41004300307001,41,43,30700,1,38,741
G41004300307002,41,43,30700,2,63,704
G41004300307003,41,43,30700,3,33,516
G41004300307004,41,43,30700,4,267,1252
G41004300308001,41,43,30800,1,85,916
G41004300308002,41,43,30800,2,75,1094
G41004300308003,41,43,30800,3,130,1113
G41004300308004,41,43,30800,4,478,1034
G41004300308005,41,43,30800,5,409,921
G41004300308006,41,43,30800,6,162,1092
G41004300309021,41,43,30902,1,26,1043
G41004300309022,41,43,30902,2,274,1225
G41004300309023,41,43,30902,3,222,1545
G41004300309024,41,43,30902,4,60,845
G41004300309025,41,43,30902,5,234,1866
G41004300309031,41,43,30903,1,277,697
G41004300309032,41,43,30903,2,135,718
G41004300309033,41,43,30903,3,879,2113
G41004300309034,41,43,30903,4,197,1208
G41004300309041,41,43,30904,1,129,860
G41004300309042,41,43,30904,2,581,1088
G41004300309043,41,43,30904,3,49,1080
G41004509400001,41,45,940000,1,0,0
G41004509702001,41,45,970200,1,16,687
G41004509702002,41,45,970200,2,286,323
G41004509702003,41,45,970200,3,258,863
G41004509702004,41,45,970200,4,494,1212
G41004509703001,41,45,970300,1,100,643
G41004509703002,41,45,970300,2,269,890
G41004509703003,41,45,970300,3,256,440
G41004509703004,41,45,970300,4,237,512
G41004509703005,41,45,970300,5,337,521
G41004509704001,41,45,970400,1,864,476
G41004509704002,41,45,970400,2,364,206
G41004509704003,41,45,970400,3,472,212
G41004509704004,41,45,970400,4,163,624
G41004509704005,41,45,970400,5,631,723
G41004509705001,41,45,970500,1,57,842
G41004509705002,41,45,970500,2,209,1300
G41004509705003,41,45,970500,3,192,518
G41004509705004,41,45,970500,4,260,562
G41004509705005,41,45,970500,5,75,691
G41004509705006,41,45,970500,6,89,525
G41004509706001,41,45,970600,1,115,649
G41004509706002,41,45,970600,2,310,1228
G41004509706003,41,45,970600,3,279,490
G41004509706004,41,45,970600,4,150,749
G41004509706005,41,45,970600,5,0,203
G41004509707001,41,45,970700,1,140,1532
G41004509709001,41,45,970900,1,94,682
G41004509709002,41,45,970900,2,123,783
G41004509709003,41,45,970900,3,745,641
G41004509709004,41,45,970900,4,62,507
G41004700002001,41,47,200,1,49,424
G41004700002002,41,47,200,2,407,497
G41004700002003,41,47,200,3,281,524
G41004700003001,41,47,300,1,582,631
